2018-09-02 17:49:01 , 883015672537931776  ,         16
2018-09-02 17:52:32 , 883016556762193920  ,         19
2018-09-02 17:54:41 , 883017095677857792  ,         16
2018-09-02 18:26:40 , 883025146990387200  ,         12
2018-09-02 18:42:26 , 883029113988276224  ,         10
2018-09-02 18:48:59 , 883030762271002624  ,          9
2018-09-02 18:50:03 , 883031030506311680  ,         11
2018-09-02 18:53:24 , 883031871689576448  ,         10
2018-09-02 18:54:30 , 883032150501740544  ,         10
2018-09-02 18:56:14 , 883032585062174720  ,          9
2018-09-02 18:56:23 , 883032622764777472  ,          9
2018-09-02 18:56:47 , 883032726351499264  ,         11
2018-09-02 18:56:56 , 883032762690953216  ,         11
2018-09-02 18:57:35 , 883032927344615424  ,         10
2018-09-02 18:57:46 , 883032971227549696  ,         11
2018-09-02 18:58:27 , 883033142983118848  ,         11
2018-09-02 19:00:01 , 883033536661676032  ,         12
2018-09-02 19:00:30 , 883033661995868160  ,         11
2018-09-02 19:00:49 , 883033739584167936  ,         11
2018-09-02 19:01:13 , 883033841519284224  ,          9
2018-09-02 19:01:46 , 883033978300911616  ,         15
2018-09-02 19:02:19 , 883034118235475968  ,         11
2018-09-02 19:02:28 , 883034153887064064  ,          9
2018-09-02 19:02:53 , 883034258961584128  ,         10
2018-09-02 19:03:00 , 883034287433703424  ,         12
2018-09-02 19:03:10 , 883034332488916992  ,         12
2018-09-02 19:03:19 , 883034370304761856  ,         11
2018-09-02 19:03:25 , 883034395873234944  ,          9
2018-09-02 19:03:39 , 883034454578782208  ,         10
2018-09-02 19:04:29 , 883034662798745600  ,          9
2018-09-02 19:05:06 , 883034816385765376  ,          9
2018-09-02 19:05:59 , 883035040139304960  ,          9
2018-09-02 19:06:18 , 883035118765727744  ,          9
2018-09-02 19:07:12 , 883035344962412544  ,         13
2018-09-02 19:08:23 , 883035644168228864  ,         15
2018-09-02 19:08:37 , 883035702684147712  ,         12
2018-09-02 19:08:58 , 883035790835830784  ,         11
2018-09-02 19:09:14 , 883035858928230400  ,         10
2018-09-02 19:09:20 , 883035882386972672  ,         11
2018-09-02 19:09:32 , 883035931964592128  ,         11
2018-09-02 19:10:45 , 883036237514498048  ,          8
2018-09-02 19:11:17 , 883036372077105152  ,          7
2018-09-02 19:11:41 , 883036472613625856  ,          8
2018-09-02 19:11:46 , 883036494136729600  ,          7
2018-09-02 19:11:57 , 883036542290350080  ,          7
2018-09-02 19:12:16 , 883036622018928640  ,          7
2018-09-02 19:12:25 , 883036660411523072  ,          9
2018-09-02 19:12:54 , 883036779697524736  ,         12
2018-09-02 19:13:08 , 883036840647970816  ,         10
2018-09-02 19:13:23 , 883036900803858432  ,          9
2018-09-02 19:13:38 , 883036963145867264  ,         12
2018-09-02 19:13:57 , 883037046815969280  ,         10
2018-09-02 19:14:13 , 883037112706359296  ,         12
2018-09-02 19:14:31 , 883037186217861120  ,         11
2018-09-02 19:14:47 , 883037254966693888  ,          8
2018-09-02 19:14:59 , 883037303578681344  ,         10
2018-09-02 19:15:20 , 883037391554203648  ,          8
2018-09-02 19:15:42 , 883037485359816704  ,          8
2018-09-02 19:15:48 , 883037511228153856  ,          8
2018-09-02 19:16:27 , 883037673981861888  ,          8
2018-09-02 19:16:51 , 883037775499612160  ,          8
2018-09-02 19:16:59 , 883037806537461760  ,          9
2018-09-02 19:17:04 , 883037828250427392  ,         10
2018-09-02 19:17:23 , 883037909854806016  ,         13
2018-09-02 19:17:56 , 883038045370703872  ,         12
2018-09-02 19:18:09 , 883038099840946176  ,         11
2018-09-02 19:18:24 , 883038163289362432  ,         11
2018-09-02 19:19:01 , 883038321787920384  ,         13
2018-09-02 19:19:08 , 883038350523097088  ,         13
2018-09-02 19:19:40 , 883038482226307072  ,         14
2018-09-02 19:20:20 , 883038651086917632  ,         15
2018-09-02 19:20:28 , 883038684040384512  ,         16
2018-09-02 19:20:39 , 883038731125641216  ,         16
2018-09-02 19:20:51 , 883038780546179072  ,         17
2018-09-02 19:21:00 , 883038819031044096  ,         20
2018-09-02 19:21:28 , 883038934368083968  ,         22
2018-09-02 19:21:48 , 883039020399579136  ,         22
2018-09-02 19:22:33 , 883039207455023104  ,         21
2018-09-02 19:22:38 , 883039231654088704  ,         23
2018-09-02 19:22:53 , 883039293901754368  ,         23
2018-09-02 19:23:03 , 883039334249779200  ,         22
2018-09-02 19:23:43 , 883039501723197440  ,         24
2018-09-02 19:23:55 , 883039554066042880  ,         26
2018-09-02 19:27:06 , 883040352655204352  ,         35
2018-09-03 02:31:09 , 883147070429974528  ,         22
2018-09-03 02:31:59 , 883147279687049216  ,         24
2018-09-03 02:34:31 , 883147918984990720  ,         24
2018-09-03 02:34:58 , 883148030472605696  ,         19
2018-09-03 02:38:45 , 883148981091815424  ,         62
2018-09-03 02:46:42 , 883150984248283136  ,         28
2018-09-03 04:05:00 , 883170686887645184  ,         12
2018-09-03 04:15:52 , 883173424463728640  ,          9
2018-09-03 04:17:32 , 883173843470503936  ,         11
2018-09-03 04:17:37 , 883173861529997312  ,         11
2018-09-03 04:18:42 , 883174137134698496  ,          9
2018-09-03 04:18:56 , 883174193950740480  ,         12
2018-09-03 04:21:24 , 883174814173876224  ,         11
2018-09-03 04:27:54 , 883176451077693440  ,          9
2018-09-03 04:28:47 , 883176673303318528  ,          9
2018-09-03 04:42:25 , 883180105557987328  ,         12
